Spam_Ham_Ratio,Spam,Ham,Filename0.0,0.0,157.0,D:\DataAnalystic\data607\Spam\unknown\easy_ham.002af69a10eb9b6683a7cff5f3ac14b4
0.0,0.0,242.0,D:\DataAnalystic\data607\Spam\unknown\easy_ham.00390d9365839897c097b0db0d0a567b
0.0,0.0,171.0,D:\DataAnalystic\data607\Spam\unknown\easy_ham.00507d8794730b35f686ed06471e12ce
0.0,0.0,204.0,D:\DataAnalystic\data607\Spam\unknown\easy_ham.005f290e71d13de44d3503c640dfe57c
0.0,0.0,140.0,D:\DataAnalystic\data607\Spam\unknown\easy_ham.007d88c08ff1d098101146a0b68f7665
0.0,0.0,131.0,D:\DataAnalystic\data607\Spam\unknown\easy_ham.009168209d00ae1cb41ebe3a7f113d4b
0.0,0.0,244.0,D:\DataAnalystic\data607\Spam\unknown\easy_ham.009f5a1a8fa88f0b38299ad01562bb37
0.0,0.0,61.0,D:\DataAnalystic\data607\Spam\unknown\easy_ham.00b2a07a8d70813c728bd210ee511a0f
0.0,0.0,67.0,D:\DataAnalystic\data607\Spam\unknown\easy_ham.00b956daf6951da2bea354300d121512
0.012,2.0,172.0,D:\DataAnalystic\data607\Spam\unknown\easy_ham.00be6d27ed9c7ded51a87830b09b1eb4
0.0,0.0,61.0,D:\DataAnalystic\data607\Spam\unknown\easy_ham.00d4789f409f10d1047e13e6f9138282
0.0,0.0,198.0,D:\DataAnalystic\data607\Spam\unknown\easy_ham.00d508c7c037170e597798385b380a80
0.0,0.0,312.0,D:\DataAnalystic\data607\Spam\unknown\easy_ham.010877fb4fd12c66ec90c2d0dc36af4d
0.0,0.0,199.0,D:\DataAnalystic\data607\Spam\unknown\easy_ham.01273f7d32eaabde7b20f220e13eb927
0.0,0.0,196.0,D:\DataAnalystic\data607\Spam\unknown\easy_ham.0150510afcb54992415d2eff33d5a8cb
0.0,0.0,143.0,D:\DataAnalystic\data607\Spam\unknown\easy_ham.015271d0ec5160083028b8644b9d8e55
0.0,0.0,457.0,D:\DataAnalystic\data607\Spam\unknown\easy_ham.0196194ad15151d749ec445f38a2ab47
0.0,0.0,213.0,D:\DataAnalystic\data607\Spam\unknown\easy_ham.01a4386651fb07928d2314d8690e61cf
0.0,0.0,223.0,D:\DataAnalystic\data607\Spam\unknown\easy_ham.01a60f5f85141b74be6aa6e347feb5d9
0.0,0.0,195.0,D:\DataAnalystic\data607\Spam\unknown\easy_ham.01c3f9c51755c5c8e2dca29bed384009
0.0,0.0,211.0,D:\DataAnalystic\data607\Spam\unknown\easy_ham.01e634786d242f323e683dd39e468c47
0.0,0.0,140.0,D:\DataAnalystic\data607\Spam\unknown\easy_ham.01f1329e5314b30b44b36c20a98ed846
0.0,0.0,221.0,D:\DataAnalystic\data607\Spam\unknown\easy_ham.01f5d745e5bca5dcb35f0f863f4b0bdf
0.0,0.0,211.0,D:\DataAnalystic\data607\Spam\unknown\easy_ham.020708cee6e991e3c3a58aa83df7f8d0
0.0,0.0,384.0,D:\DataAnalystic\data607\Spam\unknown\easy_ham.02084417d77ed822ef1ba7391a7ff417
0.0,0.0,233.0,D:\DataAnalystic\data607\Spam\unknown\easy_ham.02086b5f064e33a48c34183441934bd3
0.0,0.0,261.0,D:\DataAnalystic\data607\Spam\unknown\easy_ham.02224a14a25dd7014fd4f48518f48e5b
